accession,pubmed_ids,dois,pmcids
PXD010820,[30885991],10.1158/1541-7786.mcr-18-1025,PMC6548675
PXD010821,[30315276],10.1038/s41467-018-06448-y,PMC6185938
PXD010822,[31311849],10.1074/mcp.ra119.001581,PMC6773552
PXD010824,"[28069824, 32561711, 26966177]","10.1128/JB.00802-16,10.1038/s41467-020-16784-7,10.1074/jbc.M115.693556","PMC5350275,PMC7305310,PMC4865909"
PXD010825,[30988469],10.1038/s41592-019-0391-1,PMC6532422
PXD010827,,10.1016/J.BBAPAP.2018.09.001,
PXD010828,[30140941],10.1007/s00401-018-1895-y,PMC6411038
PXD010831,[30476274],10.1093/nar/gky1148,PMC6344866
PXD010835,,10.1007/S11816-019-00518-3,
PXD010837,[32314451],10.1111/tpj.14757,
PXD010838,[31235473],10.1074/jbc.ra119.008680,PMC6699831
PXD010839,[31203412],10.1007/s00204-019-02456-z,
PXD010840,[30608700],10.1021/acs.jproteome.8b00647,PMC6411421
PXD010844,[31263111],10.1038/s41598-019-45111-4,PMC6603182
PXD010845,[30787912],10.3389/fmicb.2019.00094,PMC6372562
PXD010846,[30778261],10.1038/sdata.2019.16,PMC6380223
PXD010847,[30405128],10.1038/s41467-018-07106-z,PMC6220234
PXD010850,[30608924],10.1371/journal.pbio.3000098,PMC6334971
PXD010851,[32012756],10.3390/pharmaceutics12020101,PMC7076522
PXD010852,[31836722],10.1038/s41598-019-53874-z,PMC6910998
PXD010858,[30867451],10.1038/s41598-019-40579-6,PMC6416392
PXD010859,[30315172],10.1038/s41467-018-06519-0,PMC6185916
PXD010860,[30256975],10.1093/nar/gky861,PMC6265444
PXD010861,[31201317],10.1038/s41597-019-0095-5,PMC6570759
PXD010865,[30842263],10.1074/jbc.ra118.007204,PMC6497952
PXD010868,[30371771],10.1093/femsyr/foy116,
PXD010869,[30747917],10.1038/sdata.2019.11,PMC6371892
PXD010870,[30242148],10.1038/s41467-018-06368-x,PMC6155008
PXD010871,[31133760],10.1038/s41592-019-0426-7,
PXD010872,[32300339],10.3389/fmicb.2020.00530,PMC7145396
PXD010875,"[32337545, 32419906]","10.1093/biolre/ioaa064,10.1016/j.csbj.2020.04.011","PMC7401350,PMC7218232"
PXD010876,[30747917],10.1038/sdata.2019.11,PMC6371892
PXD010877,[31001297],10.3389/fpls.2019.00367,PMC6454624
PXD010878,[31792461],10.1038/s41591-019-0668-z,PMC6898785
PXD010879,[30374463],10.1038/s42003-018-0170-z,PMC6197253
PXD010881,[31788966],10.1002/mbo3.970,PMC7002100
PXD010884,[31569265],10.1002/prot.25816,PMC6851497
PXD010885,[31136617],10.1371/journal.pone.0217392,PMC6538167
PXD010886,[30753577],10.1093/jxb/erz021,PMC6460963
PXD010887,[31001307],10.3389/fpls.2019.00393,PMC6454111
PXD010888,[35549553],10.1073/pnas.2121362119,PMC9171785
PXD010892,[30217814],10.1074/jbc.ra118.003528,PMC6222091
PXD010894,[30485286],10.1371/journal.pone.0207245,PMC6261647
PXD010895,[30649854],10.1021/acs.analchem.8b04037,PMC6396951
PXD010898,[30617159],10.1074/mcp.ra118.001257,PMC6442370
PXD010899,[30958262],10.7554/eLife.41608,PMC6519984
PXD010900,[35766863],10.1093/plcell/koac185,PMC9516138
PXD010902,[31398141],10.1515/hsz-2019-0184,
PXD010910,[30444341],10.1021/acsami.8b14995,
PXD010911,[30659065],10.1074/mcp.ra118.001185,PMC6442369
PXD010912,[30880166],10.1016/j.jprot.2019.03.005,PMC6533198
PXD010913,[32070333],10.1186/s12951-020-00591-9,PMC7027246
PXD010919,[31395906],10.1038/s41598-019-47829-7,PMC6687828
PXD010920,[31372401],10.1016/j.dib.2019.103734,PMC6660468
PXD010921,[32184263],10.1242/jcs.240200,
PXD010922,[31488564],10.1242/dev.178590,PMC6803366
PXD010923,[30535157],10.1093/jxb/ery393,PMC6363088
PXD010924,[30181176],10.1182/blood-2017-09-804401,PMC6410914
PXD010929,[30571761],10.1371/journal.ppat.1007491,PMC6319747
PXD010930,[30585729],10.1021/acs.jproteome.8b00771,
PXD010931,[30585729],10.1021/acs.jproteome.8b00771,
PXD010932,[35766863],10.1093/plcell/koac185,PMC9516138
PXD010939,[30710757],10.1016/j.jprot.2019.01.017,
PXD010940,[30814064],10.1242/dmm.037069,PMC6451430
PXD010941,[30352994],10.1038/s41467-018-06557-8,PMC6199288
PXD010942,[30352994],10.1038/s41467-018-06557-8,PMC6199288
PXD010943,[32494068],10.1038/s41586-020-2227-7,PMC8041154
PXD010944,[30420655],10.1038/s41467-018-07060-w,PMC6232137
PXD010945,[30249063],10.3390/proteomes6040036,PMC6313938
PXD010946,[30926672],10.1074/mcp.ra119.001401,PMC6553927
PXD010948,[35766863],10.1093/plcell/koac185,PMC9516138
PXD010950,[30610016],10.15252/embr.201847192,PMC6362359
PXD010951,[30605322],10.1021/acs.biochem.8b01179,
PXD010952,[30365498],10.1371/journal.pone.0198985,PMC6203259
PXD010953,,10.1111/TPJ.14471,
PXD010955,[30954612],10.1016/j.jprot.2019.04.004,
PXD010956,[21969609],10.1074/mcp.M111.011627,PMC3275902
PXD010959,[31088862],10.15252/embr.201847046,
PXD010960,[30257480],10.3390/ijms19102912,PMC6213433
PXD010961,[31285484],10.1038/s41598-019-46270-0,PMC6614480
PXD010962,[30657756],10.1371/journal.pntd.0007017,PMC6338361
PXD010963,[30349051],10.1038/s41467-018-06908-5,PMC6197280
PXD010964,[30575224],10.1002/psc.3138,
PXD010965,[32385381],10.1038/s41598-020-64759-x,PMC7211010
PXD010967,[30687251],10.3389/fmicb.2018.03235,PMC6334475
PXD010969,,10.3390/FERMENTATION4030080,
PXD010972,,10.1007/S00253-018-09581-2,
PXD010978,[30384195],10.1016/j.aquatox.2018.09.013,
PXD010981,[27990823],10.1021/acs.jproteome.6b00881,
PXD010982,[31113963],10.1038/s41598-019-44007-7,PMC6529471
PXD010984,[30551469],10.1016/j.biopha.2018.11.078,
PXD010986,[31090233],10.1002/jnr.24441,PMC6752963
PXD010987,[30576144],10.1021/acs.jproteome.8b00953,PMC6492949
PXD010988,[30443594],10.1126/sciadv.aau2634,PMC6235536
PXD010989,[30877195],10.1074/jbc.ra118.007071,PMC6509505
PXD010990,[30344004],10.1016/j.ccell.2018.09.009,
PXD010992,[35766863],10.1093/plcell/koac185,PMC9516138
PXD010993,[30626528],10.1016/j.jprot.2018.10.012,
PXD010995,[30970176],10.1111/1758-2229.12757,PMC6850091
PXD010997,[30566880],10.1016/j.immuni.2018.10.011,PMC7271981
PXD010998,[30412263],10.1093/jisesa/iey098,PMC6225826
PXD010999,[30707844],10.1021/acs.jproteome.8b00859,
PXD011000,[30247810],10.1002/prca.201800084,
PXD011001,[31831592],10.1101/gr.248286.119,PMC6961576
PXD011002,[30555495],10.3389/fpls.2018.01735,PMC6281998
PXD011004,[32541000],10.1074/mcp.ra120.002071,PMC8143648
PXD011007,[31815268],10.1039/c9mt00225a,
PXD011008,[31511700],10.1038/s41586-019-1555-y,PMC6894936
PXD011009,[30220210],10.1021/acs.jproteome.8b00381,
PXD011010,[30356053],10.1038/s41467-018-06859-x,PMC6200743
PXD011011,[30257480],10.3390/ijms19102912,PMC6213433
PXD011012,[32561711],10.1038/s41467-020-16784-7,PMC7305310
PXD011013,,10.1038/S41419-019-2045-8,
PXD011015,"[32561711, 26966177]","10.1038/s41467-020-16784-7,10.1074/jbc.M115.693556","PMC7305310,PMC4865909"
PXD011017,[30668249],10.1080/19420862.2018.1563034,PMC6512939
PXD011019,"[30584460, 30377649]","10.1155/2018/3175313,10.1016/j.dib.2018.10.015","PMC6280240,PMC6202784"
PXD011022,"[31726584, 31036921]","10.1016/j.chemosphere.2019.124970,10.1038/s41598-019-43089-7",PMC6488664
PXD011029,[30855667],10.1093/jxb/erz114,PMC6698706
PXD011033,[30301787],10.1126/scisignal.aan1188,PMC7416780
PXD011035,[31556459],10.15252/embj.2019101625,PMC6996576
PXD011036,[30651306],10.1074/mcp.tir118.001276,PMC6442367
PXD011041,[30645593],10.1371/journal.pbio.3000059,PMC6333337
PXD011042,[30406044],10.3389/fcimb.2018.00370,PMC6206043
PXD011044,[31921382],10.18632/oncotarget.27267,PMC6944453
PXD011045,[30910009],10.7554/eLife.41801,PMC6435326
PXD011046,,10.1016/J.JNUTBIO.2022.109000,
PXD011050,[32561711],10.1038/s41467-020-16784-7,PMC7305310
PXD011051,[30711543],10.1016/j.jmb.2019.01.029,
PXD011055,[31363146],10.1038/s41598-019-47552-3,PMC6667500
PXD011056,"[32561711, 31502396]","10.1038/s41467-020-16784-7,10.1002/pmic.201800491",PMC7305310
PXD011057,[31242261],10.1371/journal.ppat.1007828,PMC6615630
PXD011058,[30356100],10.1038/s41467-018-06841-7,PMC6200739
PXD011059,[31128654],10.1016/j.jtherbio.2019.04.005,
PXD011060,[30297844],10.1038/s41467-018-06704-1,PMC6175955
PXD011061,[30410062],10.1038/s41467-018-07024-0,PMC6224562
PXD011062,[31941829],10.1126/scitranslmed.aax9340,PMC7116365
PXD011063,[31384044],10.1038/s41592-019-0504-x,
PXD011064,[31337343],10.1186/s12870-019-1937-1,PMC6651928
PXD011068,[31594216],10.3233/JAD-181171,PMC6839455
PXD011071,[30962360],10.15252/msb.20188689,PMC6452921
PXD011072,[30564219],10.3389/fmicb.2018.02977,PMC6288350
PXD011074,,10.1016/J.ENVEXPBOT.2019.02.010,
PXD011075,[31372408],10.1016/j.dib.2019.103742,PMC6660621
PXD011076,[31372383],10.1016/j.dib.2019.103711,PMC6660433
PXD011077,[30575379],10.1021/acs.jproteome.8b00725,PMC6407916
PXD011080,[31281302],10.3389/fmicb.2019.01410,PMC6596428
PXD011081,[30948163],10.1016/j.tube.2019.01.001,
PXD011082,,10.1186/S12915-015-0184-7,
PXD011084,[30247619],10.1093/nar/gky846,PMC6294503
PXD011085,[31519768],10.1074/mcp.ra119.001455,PMC6885702
PXD011086,[31315563],10.1186/s12864-019-5836-5,PMC6637639
PXD011087,[31315687],10.1186/s13567-019-0673-8,PMC6637484
PXD011088,[31023727],10.1074/mcp.ra119.001396,PMC6601216
PXD011089,[31505169],10.1016/j.bbamcr.2019.118557,
PXD011092,[30975984],10.1038/s41467-019-09411-7,PMC6459870
PXD011093,[30652484],10.1021/acs.jproteome.8b00709,
PXD011094,[31102758],10.1016/j.jprot.2019.103381,
PXD011095,"[33844847, 30755508]","10.1002/ijc.33594,10.1128/mbio.02323-18",PMC6372795
PXD011096,[30315162],10.1038/s41467-018-06733-w,PMC6185908
PXD011102,[30520305],10.1021/acs.jproteome.8b00355,
PXD011104,[30293968],10.1074/mcp.ra118.000980,PMC6317471
PXD011105,[30946644],10.1099/mgen.0.000265,PMC7643977
PXD011106,[30767727],10.1089/omi.2018.0173,
PXD011107,[31325238],10.14814/phy2.14144,PMC6642276
PXD011108,[30622252],10.1038/s41467-018-07729-2,PMC6325118
PXD011116,[32332792],10.1038/s41467-020-15743-6,PMC7181726
PXD011117,[32267142],10.1021/acs.analchem.9b05653,
PXD011118,[30348809],10.1158/0008-5472.can-18-1638,PMC6295230
PXD011119,[32332792],10.1038/s41467-020-15743-6,PMC7181726
PXD011120,[32332792],10.1038/s41467-020-15743-6,PMC7181726
PXD011121,[30293428],10.1021/acs.jproteome.8b00600,PMC6279313
PXD011122,[31784108],10.1016/j.immuni.2019.10.014,PMC6926485
PXD011123,[30337525],10.1038/s41467-018-06786-x,PMC6194001
PXD011125,[31036863],10.1038/s41598-019-43010-2,PMC6488577
PXD011126,[30375385],10.1038/s41467-018-06990-9,PMC6207757
PXD011129,[32332792],10.1038/s41467-020-15743-6,PMC7181726
PXD011131,[31097712],10.1038/s41467-019-10182-4,PMC6522481
PXD011133,[30487787],10.3389/fmicb.2018.02761,PMC6246746
PXD011134,[30926424],10.1016/j.ebiom.2019.03.058,PMC6491716
PXD011135,[30926424],10.1016/j.ebiom.2019.03.058,PMC6491716
PXD011136,[30478271],10.1038/s41467-018-07444-y,PMC6255761
PXD011137,[31091291],10.1371/journal.pntd.0007362,PMC6538189
PXD011139,[30389913],10.1038/s41467-018-06833-7,PMC6214918
PXD011141,[32267142],10.1021/acs.analchem.9b05653,
PXD011144,[30666240],10.3389/fmicb.2018.03222,PMC6330763
PXD011145,[30576142],10.1021/acs.jproteome.8b00883,
PXD011148,"[30385245, 29678203]","10.1016/j.fsi.2018.10.078,10.1186/s13567-018-0535-9",PMC5910588
PXD011150,[31591564],10.1038/s41589-019-0365-8,
PXD011152,[30277784],10.1021/acs.jproteome.8b00605,
PXD011153,[30728824],10.3389/fimmu.2018.03137,PMC6352917
PXD011154,[31125353],10.1371/journal.pntd.0007416,PMC6553789
PXD011156,[31999075],10.1002/pmic.201900184,
PXD011157,[30850421],10.1074/mcp.ra118.001120,PMC6553939
PXD011159,[33550702],10.1111/cea.13843,
PXD011160,[31152013],10.1128/aem.00825-19,PMC6643244
PXD011161,[30619231],10.3389/fmicb.2018.03183,PMC6311696
PXD011162,[31819186],10.1038/s41416-019-0659-3,PMC7052204
PXD011163,[32859902],10.1038/s41467-020-18168-3,PMC7455705
PXD011164,[30917315],10.1016/j.celrep.2019.02.087,PMC6444001
PXD011166,[33219291],10.1038/s41598-020-75217-z,PMC7679414
PXD011167,[30808967],10.1038/s41598-019-39116-2,PMC6391403
PXD011169,[31137935],10.1021/acs.jproteome.9b00217,
PXD011170,[30375590],10.1039/c8cc07692h,
PXD011172,[30497493],10.1186/s13071-018-3181-1,PMC6267078
PXD011173,[30309985],10.1074/jbc.ra118.004656,PMC6290145
PXD011174,[33573002],10.3390/antiox10020198,PMC7911479
PXD011175,[30532160],10.1371/journal.pone.0208562,PMC6287822
PXD011176,[30873184],10.3389/fpls.2019.00118,PMC6403139
PXD011177,[30511020],10.1038/s42003-018-0203-7,PMC6255812
PXD011178,[32388983],10.1021/acs.jproteome.9b00562,
PXD011180,[32518184],10.1128/mbio.00485-20,PMC7373196
PXD011181,"[28402037, 30756508]","10.1111/jcmm.13145,10.1111/jcmm.14131","PMC5571519,PMC6433690"
PXD011182,[31308550],10.1038/s41592-019-0461-4,PMC7995176
PXD011183,[30366120],10.1016/j.jprot.2018.10.010,
PXD011185,[31153037],10.1016/j.redox.2019.101222,PMC6541906
PXD011187,[30459281],10.1126/scisignal.aar5680,
PXD011189,[31754045],10.1074/mcp.tir119.001616,PMC6944244
PXD011195,[30478310],10.1038/s41467-018-07309-4,PMC6255874
PXD011196,[30587782],10.3390/ijms20010082,PMC6337374
PXD011198,[31429292],10.1021/acs.jproteome.9b00214,
PXD011199,[30475625],10.1021/acs.jproteome.8b00793,
PXD011200,[30401684],10.1074/mcp.ra118.001124,PMC6356070
PXD011201,[31384064],10.1038/s41594-019-0270-6,PMC6828549
PXD011204,[30240925],10.1016/j.jprot.2018.09.007,
PXD011206,[31449567],10.1371/journal.pone.0221634,PMC6709914
PXD011209,,10.1007/S00018-019-03259-2,
PXD011211,,10.1038/S41594-018-0156-Z,
PXD011212,[30763335],10.1371/journal.pone.0211582,PMC6375547
PXD011213,[30859575],10.1111/ppl.12964,
PXD011214,[30334612],10.1002/prca.201800111,
PXD011215,[30419953],10.1186/s13071-018-3177-x,PMC6233509
PXD011216,"[32051502, 32059637]","10.1038/s41598-020-59414-4,10.1186/s12864-020-6574-4","PMC7015906,PMC7023774"
PXD011217,[31115157],10.1002/pmic.201900094,
PXD011218,"[29301397, 32561711]","10.1021/acs.jproteome.7b00530,10.1038/s41467-020-16784-7",PMC7305310
PXD011219,[30295390],10.1111/gcb.14467,
PXD011220,[31922548],10.1093/femsyr/foaa001,PMC6981350
PXD011221,,10.1016/J.JPROT.2018.12.011,
PXD011222,[31242424],10.1016/j.celrep.2019.05.104,
PXD011223,,10.1016/J.TTBDIS.2019.03.013,
PXD011225,[30755466],10.1074/mcp.TIR118.001131,PMC6495250
PXD011226,[31329577],10.1371/journal.pbio.3000373,PMC6675122
PXD011228,[30405629],10.3389/fimmu.2018.02436,PMC6206042
PXD011237,[30563903],10.1128/mbio.01606-18,PMC6299215
PXD011238,[30478415],10.1038/s41467-018-07455-9,PMC6255845
PXD011239,[30370771],10.1021/acs.jproteome.8b00654,PMC6465142
PXD011241,[30498210],10.1038/s41467-018-07339-y,PMC6265295
PXD011242,[30489086],10.1021/acs.jproteome.8b00814,
PXD011244,[30553074],10.1016/j.jprot.2018.12.011,
PXD011245,[31313956],10.1152/ajprenal.00281.2019,PMC6843035
PXD011246,[31077676],10.1016/j.bbamem.2019.05.003,
PXD011247,[31160315],10.15252/embj.2018101082,
PXD011248,[31160315],10.15252/embj.2018101082,
PXD011250,[31759822],10.1016/j.molcel.2019.10.020,PMC7014570
PXD011252,[31299612],10.1016/j.redox.2019.101265,PMC6624438
PXD011253,[30971775],10.1038/s41416-019-0448-z,PMC6734648
PXD011254,[30659192],10.1038/s41467-018-08191-w,PMC6338729
PXD011255,[29301953],10.1104/pp.17.01277,PMC5841690
PXD011256,[30385786],10.1038/s41467-018-07022-2,PMC6212432
PXD011257,[30784271],10.1021/acs.jproteome.8b00821,PMC6456874
PXD011258,[30745143],10.1016/j.devcel.2019.01.004,
PXD011262,[31204315],10.1074/mcp.ra119.001604,PMC6683007
PXD011263,[30679258],10.1074/mcp.ra118.001135,PMC6442364
PXD011265,[31147492],10.1074/mcp.RA119.001336,PMC6683012
PXD011268,[35699440],10.1128/aem.00391-22,PMC9275234
PXD011269,[30600262],10.1126/scisignal.aau9048,PMC6364804
PXD011271,[30478341],10.1038/s41598-018-35717-5,PMC6255767
PXD011273,[31204044],10.1016/j.ttbdis.2019.06.002,PMC7792743
PXD011274,[30553073],10.1016/j.jprot.2018.12.006,
PXD011276,[31028944],10.1016/j.jprot.2019.04.020,PMC6549134
PXD011278,[30696852],10.1038/s41598-018-37120-6,PMC6351534
PXD011279,[32210230],10.1038/s41467-020-15287-9,PMC7093409
PXD011280,[30442766],10.1126/science.aap8210,PMC6794158
PXD011284,[31147492],10.1074/mcp.RA119.001336,PMC6683012
PXD011285,[34339723],10.1016/j.ijpara.2021.06.001,
PXD011289,[32634123],10.1172/jci.insight.138290,PMC7455080
PXD011290,[30622161],10.1074/mcp.ra118.001133,PMC6427232
PXD011292,[31186338],10.1128/msystems.00195-19,PMC6561321
PXD011293,[30510221],10.1038/s41594-018-0156-z,PMC6292499
PXD011294,[30630984],10.3324/haematol.2018.207787,PMC6886443
PXD011295,[30462917],10.1021/acs.jproteome.8b00792,
PXD011301,[30451861],10.1038/s41467-018-07321-8,PMC6242847
PXD011302,[31235751],10.1038/s41467-019-10706-y,PMC6591400
PXD011303,[31181183],10.1016/j.ab.2019.06.004,
PXD011306,[30598476],10.1074/mcp.ra118.000941,PMC6427229
PXD011307,[30582698],10.1021/acs.jproteome.8b00796,PMC6399673
PXD011309,[30340394],10.3390/proteomes6040043,PMC6313917
PXD011311,[30451861],10.1038/s41467-018-07321-8,PMC6242847
PXD011312,[30487426],10.3390/proteomes6040048,PMC6313906
PXD011314,[30508371],10.1021/acschembio.8b00732,
PXD011315,[30710758],10.1016/j.jprot.2019.01.018,
PXD011318,[31321732],10.1007/s12079-019-00528-4,PMC6732141
PXD011319,[30623173],10.26508/lsa.201800118,PMC6312924
PXD011320,[30598476],10.1074/mcp.ra118.000941,PMC6427229
PXD011321,[31797923],10.1038/s41467-019-13520-8,PMC6892822
PXD011322,[31403225],10.15252/embj.2018101220,PMC6745500
PXD011323,,10.1038/S41467-019-09533-Y,
PXD011324,[30371990],10.1002/pmic.201800200,
PXD011326,[31988461],10.1038/s41591-019-0739-1,
PXD011327,[30544882],10.3390/proteomes6040052,PMC6314084
PXD011329,[30786936],10.1186/s12964-019-0326-6,PMC6381748
PXD011330,[33536534],"10.1038/s41598-021-82609-2,10.1038/S41598-021-82609-2",PMC7858606
PXD011334,[33216553],10.1021/acs.jproteome.0c00353,
PXD011341,[31235751],10.1038/s41467-019-10706-y,PMC6591400
PXD011344,[30595450],10.1016/j.cell.2018.11.041,PMC6333919
PXD011345,[31275533],10.1080/20013078.2019.1632099,PMC6598517
PXD011348,[32844334],10.1186/s40348-020-00102-8,PMC7447710
PXD011353,"[33823297, 31040227]","10.1016/j.mcpro.2021.100076,10.1074/mcp.ra118.001218","PMC8214147,PMC6692777"
PXD011355,[31353023],10.1016/j.ajhg.2019.06.016,PMC6699192
PXD011356,[31401411],10.1016/j.neo.2019.07.008,PMC6700475
PXD011357,[32868839],10.1038/s41598-020-71113-8,PMC7459334
PXD011358,[32769205],10.1073/pnas.2006110117,PMC7456083
PXD011359,[31309149],10.1126/sciadv.aaw4304,PMC6620102
PXD011360,[30634649],10.3390/proteomes7010004,PMC6473940
PXD011361,[30581045],10.1016/j.str.2018.10.026,PMC6365180
PXD011365,[30550986],10.1016/j.jprot.2018.12.009,
PXD011367,[30545132],10.3390/cells7120269,PMC6315756
PXD011368,[33299139],10.1038/s41422-020-00443-z,PMC8027835
PXD011369,[33627783],10.1038/s41388-021-01684-x,PMC7994203
PXD011370,[30510181],10.1038/s41467-018-07467-5,PMC6277416
PXD011371,[30740091],10.3389/fendo.2018.00816,PMC6355697
PXD011373,[30363997],10.1155/2018/9201539,PMC6186343
PXD011374,[32105074],10.1021/acs.jproteome.0c00028,PMC7205775
PXD011377,[31043746],10.1038/s41586-019-1139-x,
PXD011378,[30404931],10.1128/msphere.00559-18,PMC6222051
PXD011379,[32411020],10.3389/fphys.2020.00426,PMC7201100
PXD011382,,10-11-2018-RA-ELIFE-43555,
PXD011384,[31118239],10.1083/jcb.201810070,PMC6605801
PXD011386,[30682706],10.1016/j.redox.2018.101087,PMC6351232
PXD011388,[30418631],10.1093/nar/gky1121,PMC6294563
PXD011391,[31275266],10.3389/fmicb.2019.01329,PMC6593474
PXD011392,[30883793],10.1111/ppl.12966,
PXD011395,[33299139],10.1038/s41422-020-00443-z,PMC8027835
PXD011398,[31941443],10.1186/s12868-020-0550-4,PMC6964096
PXD011399,[36702790],10.1111/micc.12800,
PXD011401,,10.1094/PHYTO-06-21-0275-R,
PXD011411,,10.1016/J.ALGAL.2019.101416,
PXD011413,[30093420],10.1074/mcp.tir118.000850,PMC6210220
PXD011414,[33408776],10.7150/thno.43895,PMC7778584
PXD011415,[31219034],10.7554/elife.47999,PMC6677536
PXD011417,[30532743],10.3389/fmicb.2018.02796,PMC6265474
PXD011421,[34158421],10.14348/molcells.2021.4002,PMC8334354
PXD011428,[30724464],10.1002/pmic.201800355,
PXD011431,[31018989],10.1074/mcp.ra119.001450,PMC6601206
PXD011432,[30508278],10.1002/pmic.201800004,
PXD011434,[34277994],10.1002/edm2.278,PMC8279619
PXD011436,[32411116],10.3389/fmicb.2020.00784,PMC7198800
PXD011437,[31400768],10.1186/s12934-019-1182-1,PMC6689329
PXD011438,[30626061],10.3390/ijms20010208,PMC6337099
PXD011439,[30563128],10.3390/ijms19123897,PMC6321541
PXD011440,[30514763],10.1074/jbc.ra118.005357,PMC6364784
PXD011441,[31417524],10.3389/fmicb.2019.01733,PMC6682701
PXD011442,[31234913],10.1186/s13071-019-3564-y,PMC6591964
PXD011443,[35256050],10.7554/elife.71094,PMC8903835
PXD011444,[30779550],10.1021/acs.analchem.8b05616,PMC7302430
PXD011446,[34768771],10.3390/ijms222111340,PMC8583219
PXD011447,[32747755],10.1038/s41557-020-0513-5,PMC7612580
PXD011452,[31015322],10.1128/mbio.00297-19,PMC6478998
PXD011453,[31201317],10.1038/s41597-019-0095-5,PMC6570759
PXD011455,[30726726],10.1016/j.celrep.2019.01.047,PMC6367566
PXD011456,[30846556],10.1073/pnas.1819851116,PMC6442572
PXD011457,[31995731],10.1016/j.celrep.2019.12.068,PMC6996021
PXD011464,[30779550],10.1021/acs.analchem.8b05616,PMC7302430
PXD011466,[30571761],10.1371/journal.ppat.1007491,PMC6319747
PXD011467,[30516354],10.1002/prca.201800086,
PXD011469,[34015711],10.1016/j.jhazmat.2021.126102,
PXD011470,[32677893],10.1186/s12864-020-06855-w,PMC7367319
PXD011471,[30404448],10.1021/acs.jproteome.8b00694,PMC6465122
PXD011472,[31116903],10.1002/jms.4374,
PXD011473,[30559339],10.1038/s41467-018-07741-6,PMC6297226
PXD011474,[33890134],10.1007/s00204-021-03042-y,PMC8166681
PXD011478,[30541869],10.1074/mcp.ra118.001111,PMC6398213
PXD011481,[32636389],10.1038/s41597-020-0519-2,PMC7340779
